canonical_common_name,scientific_name,family_sci,family_common,order,regions,alpha_4,aliases,is_model_species
Shelley's Starling,Lamprotornis shelleyi,Sturnidae,Starling/Myna sp.,Passeriformes,AF,,,0
Shelley's Sunbird,Cinnyris shelleyi,Nectariniidae,Sunbirds,Passeriformes,AF,,,0
Shikra,Tachyspiza badia,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,"AF,OR",,,0
Shining Bronze Cuckoo,Chalcites lucidus,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,AU,,,0
Shining Drongo,Dicrurus atripennis,Dicruridae,Drongos,Passeriformes,AF,,,0
Shining Flycatcher,Myiagra alecto,Monarchidae,Monarchs,Passeriformes,AU,,,0
Shining Honeycreeper,Cyanerpes lucidus,Thraupidae,Tanagers & Allies,Passeriformes,"MA,SA",SHHO,,0
Shining Sunbeam,Aglaeactis cupripennis,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Shining-blue Kingfisher,Alcedo quadribrachys,Alcedinidae,Kingfisher sp.,Coraciiformes,AF,,,0
Shining-green Hummingbird,Chrysuronia goudoti,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Shiny Cowbird,Molothrus bonariensis,Icteridae,Blackbird/Oriole sp.,Passeriformes,"NA,SA",SHCO,,0
Shiny Whistling Thrush,Myophonus melanurus,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,OR,,,0
Shoebill,Balaeniceps rex,Balaenicipitidae,Shoebill,Pelecaniformes,AF,,,0
Shore Plover,Charadrius novaeseelandiae,Charadriidae,Plover sp.,Charadriiformes,AU,,,0
Short-bearded Honeyeater,Melionyx nouhuysi,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Short-billed Canastero,Asthenes baeri,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Short-billed Dowitcher,Limnodromus griseus,Scolopacidae,Sandpiper sp.,Charadriiformes,NA,SBDO,,1
Short-billed Gull,Larus brachyrhynchus,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,NA,SBIG,,0
Short-billed Honeycreeper,Cyanerpes nitidus,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Short-billed Leaftosser,Sclerurus rufigularis,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Short-billed Miner,Geositta antarctica,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Short-billed Minivet,Pericrocotus brevirostris,Campephagidae,Cuckooshrikes,Passeriformes,OR,,,0
Short-billed Pigeon,Patagioenas nigrirostris,Columbidae,Pigeon/Dove sp.,Columbiformes,"MA,SA",SBPI,,0
Short-billed Pipit,Anthus furcatus,Motacillidae,Pipit/Wagtail sp.,Passeriformes,SA,,,0
Short-clawed Lark,Certhilauda chuana,Alaudidae,Horned Lark,Passeriformes,AF,,,0
Short-crested Coquette,Lophornis brachylophus,Trochilidae,Hummingbird sp.,Apodiformes,MA,SCCO,,0
Short-crested Flycatcher,Myiarchus ferox,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Short-crested Monarch,Hypothymis helenae,Monarchidae,Monarchs,Passeriformes,OR,,,0
Short-eared Owl,Asio flammeus,Strigidae,Owl sp.,Strigiformes,Worldwide,SEOW,,1
Short-legged Ground Roller,Brachypteracias leptosomus,Brachypteraciidae,Ground Rollers,Coraciiformes,AF,,,0
Short-tailed Akalat,Sheppardia poensis,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Short-tailed Albatross,Phoebastria albatrus,Diomedeidae,Albatrosses,Procellariiformes,PO,STAL,,0
Short-tailed Antthrush,Chamaeza campanisona,Formicariidae,Antthrushes,Passeriformes,SA,,,0
Short-tailed Drongo,Dicrurus striatus,Dicruridae,Drongos,Passeriformes,OR,,,0
Short-tailed Emerald,Chlorostilbon poortmani,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Short-tailed Field Tyrant,Muscigralla brevicauda,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Short-tailed Grasswren,Amytornis merrotsyi,Maluridae,Australasian Wrens,Passeriformes,AU,,,0
Short-tailed Hawk,Buteo brachyurus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,"MA,SA",STHA,,0
Short-tailed Lark,Spizocorys fremantlii,Alaudidae,Horned Lark,Passeriformes,AF,,,0
Short-tailed Nighthawk,Lurocalis semitorquatus,Caprimulgidae,Nightjar sp.,Caprimulgiformes,"MA,SA",SHTN,,0
Short-tailed Paradigalla,Paradigalla brevicauda,Paradisaeidae,Birds-of-paradise,Passeriformes,AU,,,0
Short-tailed Parrot,Graydidascalus brachyurus,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Short-tailed Parrotbill,Suthora davidiana,Paradoxornithidae,Wrentit,Passeriformes,OR,,,0
Short-tailed Pipit,Anthus brachyurus,Motacillidae,Pipit/Wagtail sp.,Passeriformes,AF,,,0
Short-tailed Pygmy Tyrant,Myiornis ecaudatus,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Short-tailed Scimitar Babbler,Napothera danjoui,Pellorneidae,Ground Babblers,Passeriformes,OR,,,0
Short-tailed Shearwater,Ardenna tenuirostris,Procellariidae,Shearwater/Petrel sp.,Procellariiformes,PO,STTS,,0
Short-tailed Starling,Aplonis minor,Sturnidae,Starling/Myna sp.,Passeriformes,AU,,,0
Short-tailed Swift,Chaetura brachyura,Apodidae,Swift sp.,Apodiformes,"MA,SA",STSW,,0
Short-tailed Woodstar,Myrmia micrura,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Short-toed Coucal,Centropus rectunguis,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,OR,,,0
Short-toed Rock Thrush,Monticola brevipes,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Short-toed Snake Eagle,Circaetus gallicus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,"PAL,OR,AU",,,0
Short-toed Treecreeper,Certhia brachydactyla,Certhiidae,Brown Creeper,Passeriformes,PAL,,,0
Short-winged Cisticola,Cisticola brachypterus,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Shovel-billed Kookaburra,Dacelo rex,Alcedinidae,Kingfisher sp.,Coraciiformes,AU,,,0
Shrike-like Tanager,Neothraupis fasciata,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Shy Albatross,Thalassarche cauta,Diomedeidae,Albatrosses,Procellariiformes,SO,WCAL,,0
Shy Ground Dove,Pampusana stairi,Columbidae,Pigeon/Dove sp.,Columbiformes,PO,,,0
Shy Heathwren,Hylacola cauta,Acanthizidae,Australasian Warblers,Passeriformes,AU,,,0
Siamese Fireback,Lophura diardi,Phasianidae,Grouse/Pheasant sp.,Galliformes,OR,,,0
Siamese Pied Myna,Gracupica floweri,Sturnidae,Starling/Myna sp.,Passeriformes,OR,,,0
Siau Scops Owl,Otus siaoensis,Strigidae,Owl sp.,Strigiformes,AU,,,0
Siberian Accentor,Prunella montanella,Prunellidae,Accentors,Passeriformes,PAL,SIAC,,0
Siberian Blue Robin,Larvivora cyane,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,PAL,SBRO,,0
Siberian Crane,Leucogeranus leucogeranus,Gruidae,Crane sp.,Gruiformes,PAL,,,0
Siberian Grouse,Falcipennis falcipennis,Phasianidae,Grouse/Pheasant sp.,Galliformes,PAL,,,0
Siberian House Martin,Delichon lagopodum,Hirundinidae,Swallow sp.,Passeriformes,PAL,SIHM,,0
Siberian Jay,Perisoreus infaustus,Corvidae,Corvid sp.,Passeriformes,PAL,,,0
Siberian Long-tailed Rosefinch,Carpodacus sibiricus,Fringillidae,Finch sp.,Passeriformes,PAL,,,0
Siberian Nuthatch,Sitta arctica,Sittidae,Nuthatch sp.,Passeriformes,PAL,,,0
Siberian Pipit,Anthus japonicus,Motacillidae,Pipit/Wagtail sp.,Passeriformes,PAL,SIPI,,0
Siberian Rubythroat,Calliope calliope,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,PAL,SIRU,,0
Siberian Sand Plover,Anarhynchus mongolus,Charadriidae,Plover sp.,Charadriiformes,PAL,SISP,,0
Siberian Stonechat,Saxicola maurus,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,PAL,ASST,,0
Siberian Thrush,Geokichla sibirica,Turdidae,Thrush sp.,Passeriformes,PAL,,,0
Sibilant Sirystes,Sirystes sibilator,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Sichuan Bush Warbler,Locustella chengi,Locustellidae,Grassbirds & Allies,Passeriformes,OR,,,0
Sichuan Jay,Perisoreus internigrans,Corvidae,Corvid sp.,Passeriformes,PAL,,,0
Sichuan Leaf Warbler,Phylloscopus forresti,Phylloscopidae,Leaf Warblers,Passeriformes,OR,,,0
Sichuan Partridge,Arborophila rufipectus,Phasianidae,Grouse/Pheasant sp.,Galliformes,OR,,,0
Sichuan Thrush,Zoothera griseiceps,Turdidae,Thrush sp.,Passeriformes,OR,,,0
Sichuan Tit,Poecile weigoldicus,Paridae,Titmouse/Chickadee sp.,Passeriformes,PAL,,,0
Sichuan Treecreeper,Certhia tianquanensis,Certhiidae,Brown Creeper,Passeriformes,OR,,,0
Sick's Swift,Chaetura meridionalis,Apodidae,Swift sp.,Apodiformes,SA,SISW,,0
Sickle-billed Vanga,Falculea palliata,Vangidae,Vangas & Allies,Passeriformes,AF,,,0
Sickle-winged Chat,Emarginata sinuata,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Sickle-winged Guan,Chamaepetes goudotii,Cracidae,"Chachalacas, Curassows, Guans",Galliformes,SA,,,0
Sickle-winged Nightjar,Eleothreptus anomalus,Caprimulgidae,Nightjar sp.,Caprimulgiformes,SA,,,0
Sierra de Lema Flycatcher,Mionectes roraimae,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Sierra Leone Prinia,Schistolais leontica,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Sierra Madre Crow,Corvus sierramadrensis,Corvidae,Corvid sp.,Passeriformes,OR,,,0
Sierra Madre Ground Warbler,Robsonius thompsoni,Locustellidae,Grassbirds & Allies,Passeriformes,OR,,,0
Sierra Madre Sparrow,Xenospiza baileyi,Passerellidae,Sparrow sp.,Passeriformes,MA,SMSP,,0
Sierra Nevada Antpitta,Grallaria spatiator,Grallariidae,Antpittas,Passeriformes,SA,,,0
Sierra Nevada Brushfinch,Arremon basilicus,Passerellidae,Sparrow sp.,Passeriformes,SA,,,0
Sierran Elaenia,Elaenia pallatangae,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Sikkim Treecreeper,Certhia discolor,Certhiidae,Brown Creeper,Passeriformes,OR,,,0
Sikkim Wedge-billed Babbler,Stachyris humei,Timaliidae,"Babblers, Scimitar Babblers",Passeriformes,OR,,,0
Silky-tailed Nightjar,Antrostomus sericocaudatus,Caprimulgidae,Nightjar sp.,Caprimulgiformes,SA,,,0
Sillem's Rosefinch,Carpodacus sillemi,Fringillidae,Finch sp.,Passeriformes,PAL,,,0
Silver Gull,Chroicocephalus novaehollandiae,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,AU,,,0
Silver Oriole,Oriolus mellianus,Oriolidae,"Figbirds, Old World Orioles, Piopios",Passeriformes,OR,,,0
Silver Pheasant,Lophura nycthemera,Phasianidae,Grouse/Pheasant sp.,Galliformes,OR,,,0
Silver Teal,Spatula versicolor,Anatidae,Waterfowl sp.,Anseriformes,SA,,,0
Silver-backed Butcherbird,Cracticus argenteus,Artamidae,"Woodswallows, Butcherbirds & Allies",Passeriformes,AU,,,0
Silver-backed Needletail,Hirundapus cochinchinensis,Apodidae,Swift sp.,Apodiformes,OR,,,0
Silver-backed Tanager,Stilpnia viridicollis,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Silver-beaked Tanager,Ramphocelus carbo,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Silver-breasted Broadbill,Serilophus lunatus,Eurylaimidae,Typical Broadbills,Passeriformes,OR,,,0
Silver-capped Fruit Dove,Ptilinopus richardsii,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Silver-crowned Friarbird,Philemon argenticeps,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Silver-eared Honeyeater,Lichmera alboauricularis,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Silver-eared Laughingthrush,Trochalopteron melanostigma,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Silver-eared Mesia,Leiothrix argentauris,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Silver-rumped Spinetail,Rhaphidura leucopygialis,Apodidae,Swift sp.,Apodiformes,OR,,,0
Silver-throated Bushtit,Aegithalos glaucogularis,Aegithalidae,Bushtit sp.,Passeriformes,PAL,,,0
Silver-throated Tanager,Tangara icterocephala,Thraupidae,Tanagers & Allies,Passeriformes,"MA,SA",STTA,,0
Silver-tipped Imperial Pigeon,Ducula luctuosa,Columbidae,Pigeon/Dove sp.,Columbiformes,AU,,,0
Silverbird,Empidornis semipartitus,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Silvered Antbird,Sclateria naevia,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Silvereye,Zosterops lateralis,Zosteropidae,White-eyes,Passeriformes,"AU,PO",,,0
Silvery Grebe,Podiceps occipitalis,Podicipedidae,Grebe sp.,Podicipediformes,SA,,,0
Silvery Pigeon,Columba argentina,Columbidae,Pigeon/Dove sp.,Columbiformes,OR,,,0
Silvery-cheeked Antshrike,Sakesphoroides cristatus,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Silvery-cheeked Hornbill,Bycanistes brevis,Bucerotidae,Hornbills,Bucerotiformes,AF,,,0
Silvery-flanked Antwren,Myrmotherula luctuosa,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Silvery-fronted Tapaculo,Scytalopus argentifrons,Rhinocryptidae,Tapaculos,Passeriformes,MA,SFTA,,0
Silvery-throated Jay,Cyanolyca argentigula,Corvidae,Corvid sp.,Passeriformes,MA,STHJ,,0
Silvery-throated Spinetail,Synallaxis subpudica,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Simeulue Parrot,Psittinus abbotti,Psittaculidae,Old World Parrots,Psittaciformes,OR,,,0
Simeulue Scops Owl,Otus umbra,Strigidae,Owl sp.,Strigiformes,OR,,,0
Simple Greenbul,Chlorocichla simplex,Pycnonotidae,Bulbuls,Passeriformes,AF,,,0
Sinai Rosefinch,Carpodacus synoicus,Fringillidae,Finch sp.,Passeriformes,PAL,,,0
Sinaloa Crow,Corvus sinaloae,Corvidae,Corvid sp.,Passeriformes,MA,SICR,,0
Sinaloa Martin,Progne sinaloae,Hirundinidae,Swallow sp.,Passeriformes,MA,SIMA,,0
Sinaloa Wren,Thryophilus sinaloa,Troglodytidae,Wren sp.,Passeriformes,MA,SIWR,,0
Sincora Antwren,Formicivora grantsaui,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Sind Sparrow,Passer pyrrhonotus,Passeridae,Old World Sparrow sp.,Passeriformes,OR,,,0
Sind Woodpecker,Dendrocopos assimilis,Picidae,Woodpecker sp.,Piciformes,PAL,,,0
Singing Bush Lark,Mirafra javanica,Alaudidae,Horned Lark,Passeriformes,"AF,OR,AU",,,0
Singing Cisticola,Cisticola cantans,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Singing Honeyeater,Gavicalis virescens,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Singing Quail,Dactylortyx thoracicus,Odontophoridae,New World Quail sp.,Galliformes,MA,SIQU,,0
Singing Starling,Aplonis cantoroides,Sturnidae,Starling/Myna sp.,Passeriformes,AU,,,0
Sira Barbet,Capito fitzpatricki,Capitonidae,New World Barbets,Piciformes,SA,,,0
Sira Curassow,Pauxi koepckeae,Cracidae,"Chachalacas, Curassows, Guans",Galliformes,SA,,,0
Sira Tanager,Stilpnia phillipsi,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Sirkeer Malkoha,Taccocua leschenaultii,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,OR,,,0
Sjöstedt's Barred Owlet,Glaucidium sjostedti,Strigidae,Owl sp.,Strigiformes,AF,,,0
Sjöstedt's Greenbul,Baeopogon clamans,Pycnonotidae,Bulbuls,Passeriformes,AF,,,0
Sladen's Barbet,Gymnobucco sladeni,Lybiidae,African Barbets,Piciformes,AF,,,0
Slate-colored Antbird,Myrmelastes schistaceus,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Slate-colored Boubou,Laniarius funebris,Malaconotidae,Bushshrikes,Passeriformes,AF,,,0
Slate-colored Fox Sparrow,Passerella schistacea,Passerellidae,Sparrow sp.,Passeriformes,NA,,,0
Slate-colored Grosbeak,Saltator grossus,Thraupidae,Tanagers & Allies,Passeriformes,"MA,SA",SCOG,,0
Slate-colored Hawk,Buteogallus schistaceus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,SA,,,0
Slate-colored Seedeater,Sporophila schistacea,Thraupidae,Tanagers & Allies,Passeriformes,"MA,SA",SCSE,,0
Slate-colored Solitaire,Myadestes unicolor,Turdidae,Thrush sp.,Passeriformes,MA,SCSO,,0
Slate-throated Gnatcatcher,Polioptila schistaceigula,Polioptilidae,Gnatcatcher sp.,Passeriformes,"MA,SA",STGN,,0
Slate-throated Whitestart,Myioborus miniatus,Parulidae,Warbler sp.,Passeriformes,"MA,SA",STRE,,0
Slaty Antwren,Myrmotherula schisticolor,Thamnophilidae,Antbirds,Passeriformes,"MA,SA",SLAN,,0
Slaty Becard,Pachyramphus spodiurus,Tityridae,"Tityras, Becards & Allies",Passeriformes,SA,,,0
Slaty Bristlefront,Merulaxis ater,Rhinocryptidae,Tapaculos,Passeriformes,SA,,,0
Slaty Brushfinch,Atlapetes schistaceus,Passerellidae,Sparrow sp.,Passeriformes,SA,,,0
Slaty Bunting,Emberiza siemsseni,Emberizidae,Buntings,Passeriformes,PAL,,,0
Slaty Cuckooshrike,Coracina schistacea,Campephagidae,Cuckooshrikes,Passeriformes,AU,,,0
Slaty Egret,Egretta vinaceigula,Ardeidae,Heron/Egret/Bittern sp.,Pelecaniformes,AF,,,0
Slaty Elaenia,Elaenia strepera,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Slaty Finch,Haplospiza rustica,Thraupidae,Tanagers & Allies,Passeriformes,"MA,SA",SLFI,,0
Slaty Flowerpiercer,Diglossa plumbea,Thraupidae,Tanagers & Allies,Passeriformes,MA,SLFL,,0
Slaty Gnateater,Conopophaga ardesiaca,Conopophagidae,Gnateaters,Passeriformes,SA,,,0
Slaty Monarch,Mayrornis lessoni,Monarchidae,Monarchs,Passeriformes,PO,,,0
Slaty Robin,Peneothello cyanus,Petroicidae,Australasian Robins,Passeriformes,AU,,,0
Slaty Spinetail,Synallaxis brachyura,Furnariidae,Ovenbirds,Passeriformes,"MA,SA",SLSP,,0
Slaty Tanager,Creurgops dentatus,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Slaty Vireo,Vireo brevipennis,Vireonidae,Vireo sp.,Passeriformes,MA,SLVI,,0
Slaty-backed Chat-Tyrant,Ochthoeca cinnamomeiventris,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Slaty-backed Flycatcher,Ficedula erithacus,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,OR,,,0
Slaty-backed Forest Falcon,Micrastur mirandollei,Falconidae,Falcon/Caracara sp.,Falconiformes,"MA,SA",SBFF,,0
Slaty-backed Forktail,Enicurus schistaceus,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,OR,,,0
Slaty-backed Gull,Larus schistisagus,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,PAL,SBAG,,0
Slaty-backed Hemispingus,Poospiza goeringi,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Slaty-backed Jungle Flycatcher,Vauriella goodfellowi,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,OR,,,0
Slaty-backed Nightingale-Thrush,Catharus fuscater,Turdidae,Thrush sp.,Passeriformes,"MA,SA",SBNT,,0
Slaty-backed Thornbill,Acanthiza robustirostris,Acanthizidae,Australasian Warblers,Passeriformes,AU,,,0
Slaty-backed Thrush,Geokichla schistacea,Turdidae,Thrush sp.,Passeriformes,AU,,,0
Slaty-bellied Tesia,Tesia olivea,Cettiidae,Cettia Bush Warblers & Allies,Passeriformes,OR,,,0
Slaty-blue Flycatcher,Ficedula tricolor,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,OR,,,0
Slaty-breasted Rail,Lewinia striata,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,"OR,AU",,,0
Slaty-breasted Tinamou,Crypturellus boucardi,Tinamidae,Tinamous,Tinamiformes,MA,SBTI,,0
Slaty-breasted Wood Rail,Aramides saracura,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,SA,,,0
Slaty-capped Flycatcher,Leptopogon superciliaris,Tyrannidae,Flycatcher sp.,Passeriformes,"MA,SA",SLCF,,0
Slaty-capped Shrike-Vireo,Vireolanius leucotis,Vireonidae,Vireo sp.,Passeriformes,SA,,,0
Slaty-crowned Antpitta,Grallaricula nana,Grallariidae,Antpittas,Passeriformes,SA,,,0
Slaty-headed Longbill,Toxorhamphus poliopterus,Melanocharitidae,"Berrypeckers, Longbills",Passeriformes,AU,,,0
Slaty-headed Parakeet,Psittacula himalayana,Psittaculidae,Old World Parrots,Psittaciformes,OR,,,0
Slaty-headed Tody-Flycatcher,Poecilotriccus sylvia,Tyrannidae,Flycatcher sp.,Passeriformes,"MA,SA",SHTF,,0
Slaty-legged Crake,Rallina eurizonoides,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,"OR,AU",,,0
Slaty-mantled Goshawk,Tachyspiza luteoschistacea,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,AU,,,0
Slaty-tailed Trogon,Trogon massena,Trogonidae,Trogons,Trogoniformes,"MA,SA",STTR,,0
Slaty-winged Foliage-gleaner,Neophilydor fuscipenne,Furnariidae,Ovenbirds,Passeriformes,"MA,SA",SWFG,,0
Slender Antbird,Rhopornis ardesiacus,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Slender Sheartail,Doricha enicura,Trochilidae,Hummingbird sp.,Apodiformes,MA,SLSH,,0
Slender-billed Babbler,Argya longirostris,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Slender-billed Curlew,Numenius tenuirostris,Scolopacidae,Sandpiper sp.,Charadriiformes,PAL,SBCU,,0
Slender-billed Finch,Xenospingus concolor,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Slender-billed Flufftail,Sarothrura watersi,Sarothruridae,Flufftails & Forest Rails,Gruiformes,AF,,,0
Slender-billed Grackle,Quiscalus palustris †,Icteridae,Blackbird/Oriole sp.,Passeriformes,MA,SBGR,,0
Slender-billed Greenbul,Stelgidillas gracilirostris,Pycnonotidae,Bulbuls,Passeriformes,AF,,,0
Slender-billed Gull,Chroicocephalus genei,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,"PAL,AF",,,0
Slender-billed Inezia,Inezia tenuirostris,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Slender-billed Kite,Helicolestes hamatus,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,"MA,SA",SBKI,,0
Slender-billed Miner,Geositta tenuirostris,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Slender-billed Oriole,Oriolus tenuirostris,Oriolidae,"Figbirds, Old World Orioles, Piopios",Passeriformes,OR,,,0
Slender-billed Parakeet,Enicognathus leptorhynchus,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Slender-billed Prion,Pachyptila belcheri,Procellariidae,Shearwater/Petrel sp.,Procellariiformes,SO,,,0
Slender-billed Scimitar Babbler,Pomatorhinus superciliaris,Timaliidae,"Babblers, Scimitar Babblers",Passeriformes,OR,,,0
Slender-billed Starling,Onychognathus tenuirostris,Sturnidae,Starling/Myna sp.,Passeriformes,AF,,,0
Slender-billed Thornbill,Acanthiza iredalei,Acanthizidae,Australasian Warblers,Passeriformes,AU,,,0
Slender-billed Vulture,Gyps tenuirostris,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,OR,,,0
Slender-billed Weaver,Ploceus pelzelni,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Slender-billed White-eye,Zosterops tenuirostris,Zosteropidae,White-eyes,Passeriformes,AU,,,0
Slender-billed Xenops,Xenops tenuirostris,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Slender-footed Tyrannulet,Zimmerius gracilipes,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Slender-tailed Nightjar,Caprimulgus clarus,Caprimulgidae,Nightjar sp.,Caprimulgiformes,AF,,,0
Slender-tailed Woodstar,Microstilbon burmeisteri,Trochilidae,Hummingbird sp.,Apodiformes,SA,,,0
Small Ground Finch,Geospiza fuliginosa,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Small Lifou White-eye,Zosterops minutus,Zosteropidae,White-eyes,Passeriformes,AU,,,0
Small Minivet,Pericrocotus cinnamomeus,Campephagidae,Cuckooshrikes,Passeriformes,OR,,,0
Small Niltava,Niltava macgrigoriae,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,OR,,,0
Small Pratincole,Glareola lactea,Glareolidae,"Coursers, Pratincoles",Charadriiformes,OR,,,0
Small Tree Finch,Camarhynchus parvulus,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Small-billed Elaenia,Elaenia parvirostris,Tyrannidae,Flycatcher sp.,Passeriformes,SA,SBEL,,0
Small-billed Tinamou,Crypturellus parvirostris,Tinamidae,Tinamous,Tinamiformes,SA,,,0
Small-headed Elaenia,Elaenia sordida,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Smew,Mergellus albellus,Anatidae,Waterfowl sp.,Anseriformes,PAL,SMEW,,0
Smith's Longspur,Calcarius pictus,Calcariidae,Longspur/Bunting sp.,Passeriformes,NA,SMLO,,1
Smoke-colored Pewee,Contopus fumigatus,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
